Course number,Preferences 
AS1020$inside
AS1020$outside,CS16B026,CS16B001,CS16B008,CS16B017,CS16B018,CS16B010,CS16B009,CS16B019
AS1020*$inside
AS1020*$outside,CH15B093,CH15B034,CH15B036
AS2100$inside
AS2100$outside,ME16B142,ED15B052,ED15B051,ED15B055
AS2101$inside
AS2101$outside,ED15B052,ED15B051,ED15B055
AS2520$inside
AS2520$outside,ED15B052,ED15B051,ED15B055
AS3020$inside
AS3020$outside,ME15B120
AS5420$inside,AE15B009,AE15B045,AE15B006,AE15B040,AE15B031,AE15B035,AE15B036,AE15B022,AE15B043,AE15B014,AE15B023,AE15B056,AE15B030,AE15B010,AE15B026,AE15B037,AE15B012,AE15B033,AE15B059,AE15B029,AE15B053,AE15B019,AE15B039,AE15B020,AE15B016,AE15B032,AE15B021,AE15B038,AE15B042,AE15B013
AS5420$outside,ME15B151,ME15B125,CH15B058,ME15B112,ME15B011,ME15B136,ME15B157,ME15B158,ME15B095,ME15B165,CH15B067,NA15B012,ME15B041,CH15B016,NA15B039,CH15B066,ME15B147,ME15B055,ME15B163,ME15B047,ME15B009,ME15B099,ME15B003,ME15B070,ME15B137,ME15B005,ME15B019,ME15B061,ME15B155,ME15B057,CH15B006,ME15B119,ED15B019,ME15B059,ME15B002,ME15B051,ME15B082,NA15B018,ED15B011,ME15B060,ME15B084,ME15B126,ME15B144,ME15B086,ME15B115,ME15B120,ME15B089,ED15B003,CH15B014,ME15B058,ED15B005,ME15B021,ME15B106,NA15B032,ED15B053,NA15B046,ME15B056,NA15B013,ME15B107,CH15B030,NA15B023,CH15B011,ME15B072,ME15B081,ME15B113,ME15B037,ME15B033,NA15B028,CH15B040,ME15B083,ME15B066,ME15B104,NA15B021,NA15B002,ME15B013,ME15B020,ME15B124,NA15B029,NA15B019,ME15B049,ED15B015,ME15B042,ED15B042,ME15B030,AE15B009,AE15B045,AE15B006,AE15B040,AE15B031,AE15B035,AE15B036,AE15B022,AE15B043,AE15B014,AE15B023,AE15B056,AE15B030,AE15B010,AE15B026,AE15B037,AE15B012,AE15B033,AE15B059,AE15B029,AE15B053,AE15B019,AE15B039,AE15B020,AE15B016,AE15B032,AE15B021,AE15B038,AE15B042,AE15B013
AS6020$inside
AS6020$outside,ED15B019,CH15B034,ED15B022
AS6050$inside,AE15B059
AS6050$outside,ED15B022,AE15B059
AS6340$inside,AE15B059
AS6340$outside,AE15B059
BT1022$inside
BT1022$outside,CS16B101,CS16B032,CS16B010,CS16B042,CS16B034,CS16B039,CS16B026,CS16B008,CS16B002,CS16B030,CS16B003,CS16B007,CS16B111,CS16B113,CS16B015,CS16B106,CS16B103,CS16B033,CS16B004,CS16B005,CS16B110,CS16B028,CS16B001,CS16B016,CS16B023,CS16B029,CS16B105,CS16B035,CS16B019,CS16B040,CS16B027,CS16B036,CS16B017,CS16B018,CS16B020,CS16B031,CS16B108
BT2010$inside
BT2010$outside,CE15B003,ME15B105,CS16B039,CS16B034,CS16B002,CS16B101,CS16B030,CS16B010,CS16B032,CS16B008,CS16B042,CS16B003,ME15B096,CS16B026,ED15B025,ME15B137,CS16B103,CS16B106,CS16B004,CS16B005,CS16B013,CS16B028,CS16B018,CS16B105,CS15B049,CS16B040,CS16B017,CS16B027,CS15B055,CS16B019,CS16B020,CS16B036,CS16B009,CS16B031
BT2012$inside,BE16B004
BT2012$outside,ME15B096,CS16B003,CS16B030,CS16B002,CS16B008,CS16B101,CS16B032,CE16B039,CS16B006,CS16B010,CS16B042,EE16B050,CS16B026,CS16B034,CS16B039,CS16B113,CS16B009,CS16B111,ME15B137,CS16B001,CS16B023,CS16B033,CS16B013,CS16B029,CS16B103,CS16B110,CS16B005,CS16B021,CS16B028,CS16B004,CS16B007,CS16B016,CS16B022,CS16B018,CS16B037,CS15B055,CS16B102,CS16B038,CS16B105,CS16B019,CS16B040,CS16B027,CS16B107,CS16B036,CS16B017,CS16B108,CS16B020,CS16B112,CS16B031,CS15B049,BE16B004
BT2030$inside
BT2030$outside,CH15B026,CH15B035,CH15B076,CH15B077,CH15B061,CH15B002,CH15B022
BT2062$inside,BE16B004
BT2062$outside,BE16B004
BT3012$inside
BT3012$outside,ME15B096,ED15B025,CS16B013,CS15B055,CS16B027,CS16B040,CS16B019,CS16B018,CS16B108
BT3031$inside,BE15B009,BE15B017,BE15B025,BS15B007,BE15B021,BE15B015,BS15B025,BE15B026,BS15B005,BE15B011,BS15B011,BE15B013
BT3031$outside,ME15B110,ME15B046,ME15B007,CH15B039,CH15B051,CH15B075,BE15B009,BE15B017,BE15B025,BS15B007,BE15B015,BE15B021,BS15B025,BE15B026,BS15B005,BE15B011,BE15B013,BS15B011
BT3032$inside,BS15B013,BS15B022,BS15B014,BS15B001,BE15B005,BE15B019,BE15B006,BS15B012,BE15B007,BS15B005,BE15B028,BS15B017,BE15B032,BS15B028,BS15B010,BE15B009,BE15B029,BE15B022,BE15B017,BS15B002,BE15B027,BE15B023,BE15B013,BS15B008,BE15B030,BS15B024,BE15B018,BS15B006,BS15B011,BE15B004
BT3032$outside,CS16B101,CS16B105,CS16B013,BS15B017,BE15B007,BS15B022,BE15B005,BS15B001,BS15B014,BE15B019,BE15B006,BS15B013,BS15B005,BS15B012,BE15B028,BE15B032,BE15B029,BE15B023,BE15B017,BE15B022,BS15B002,BS15B008,BE15B009,BE15B027,BE15B013,BS15B028,BS15B010,BE15B030,BS15B024,BE15B018,BS15B011,BS15B006,BE15B004
BT3051$inside,BE15B022,BE15B008,BE15B004,BS15B025,BE15B014,BE15B029,BS15B028,BS15B008,BE15B023,BE15B027,BE15B012,BE15B030,BE15B013,BE15B011,BS15B002,BS15B006,BS15B024,BE15B026,BS15B017,BE15B019,BE15B028,BE15B005,BE15B007,BS15B022,BS15B013,BS15B005,BS15B023,BE15B015,BE15B021,BE15B032,BE15B017,BE15B025,BS15B010,BS15B011
BT3051$outside,ED15B041,CE15B049,ED15B012,ED15B047,CE15B001,CS16B111,CE15B064,EE16B050,CE15B012,CE15B019,CE15B072,EP15B010,CS16B006,ME15B033,CE15B089,CE15B082,CE15B037,CE15B044,CH15B027,EP15B001,CE15B063,CE15B052,CE15B042,CS16B024,EP15B019,CE15B079,CE15B047,ED15B023,ME15B020,ED15B024,ED15B007,ED15B020,ME15B149,CS16B113,CH15B042,ED15B019,ME15B072,CE16B053,ED15B001,CH15B054,CH15B087,EE15B123,CE15B018,ME15B129,CE15B065,CH15B022,CE15B029,CE15B070,CE15B027,ED15B042,NA15B010,CE15B059,EP15B002,CH15B084,CE15B026,CE15B031,ME15B055,EE15B119,NA15B014,EP15B012,CE15B002,NA15B008,CH15B053,ME15B074,CH15B073,ED15B022,ME15B084,CS16B109,NA15B007,CH15B025,CH15B009,CE15B021,EE15B117,CH15B095,CE15B017,CH15B029,CH15B033,ME15B113,CH15B051,CH15B075,ME15B137,CS16B016,CS16B110,CS16B007,CH15B030,EP15B007,CH15B040,CS16B115,CS16B038,CS16B035,EP15B023,CS16B012,MM16B025,EP15B031,CS16B108,CS16B107,CS16B037,CS16B022,CS16B021,CH15B059,CS16B112,BE15B030,BS15B006,BS15B008,BS15B002,BE15B008,BE15B029,BE15B022,BS15B025,BE15B014,BE15B013,BE15B011,BS15B028,BE15B027,BE15B012,BE15B023,BE15B004,BS15B024,BE15B026,BS15B013,BS15B022,BE15B005,BS15B017,BE15B007,BS15B005,BE15B019,BE15B028,BE15B021,BE15B032,BE15B015,BS15B023,BE15B025,BE15B017,BS15B010,BS15B011
BT3071$inside,BE15B018,BE15B011,BE15B008,BE15B012,BE15B025
BT3071$outside,CH15B038,CH15B005,BE15B018,BE15B008,BE15B025,BE15B011,BE15B012
BT3072$inside,BE15B009,BE15B007,BE15B029,BE15B019,BE15B014,BE15B006,BE15B005,BE15B017
BT3072$outside,ED15B025,BE15B006,BE15B009,BE15B014,BE15B005,BE15B007,BE15B029,BE15B019,BE15B017
BT3230$inside,BS15B010,BS15B021,BE15B014,BS15B012,BS15B006,BS15B001,BS15B011,BE15B006,BE15B018,BE15B022,BE15B027,BS15B022,BS15B013,BS15B028,BE15B007
BT3230$outside,ME15B118,CH15B028,CH15B077,CH15B061,CH15B035,CH15B076,CH15B039,CH15B022,CH15B001,BS15B021,BS15B010,BE15B006,BS15B001,BE15B014,BS15B012,BE15B018,BS15B006,BS15B011,BE15B027,BE15B022,BS15B013,BS15B022,BS15B028,BE15B007
BT5012$inside,BS15B020,BS15B023,BS15B021,BS15B010,BS15B011
BT5012$outside,CH15B038,BS15B023,BS15B020,BS15B021,BS15B010,BS15B011
BT5021$inside,BS15B011
BT5021$outside,BS15B011
BT5230$inside,BS15B010
BT5230$outside,BS15B010
BT5340$inside,BE15B022,BS15B010,BE15B027
BT5340$outside,BE15B022,BS15B010,BE15B027
BT5370$inside
BT5370$outside,ME15B142,CH15B017
BT5420$inside
BT5420$outside,ME15B007
BT6270$inside,BS15B010
BT6270$outside,ED15B022,ED15B019,ED15B020,ME15B086,EE16B039,BS15B010
CE2040$inside
CE2040$outside,ME15B100,ME15B035,ME15B022
CE2080$inside,CE15B080
CE2080$outside,ME15B142,CE15B080
CE3310$inside,CE15B069,CE15B059,CE15B011,CE15B031,CE15B023,CE15B062,CE15B070,CE15B100,CE15B085,CE15B017,CE15B073,CE15B050,CE15B028,CE15B033,CE15B092,CE15B078,CE15B043,CE15B095,CE15B002,CE15B004,CE15B027,CE15B026,CE15B093,CE15B101,CE15B018,CE15B068,CE15B015,CE15B074,CE15B066,CE15B084,CE15B060,CE15B086,CE15B105,CE15B022,CE15B055,CE15B007,CE15B005,CE15B029,CE15B035,CE15B019,CE15B003,CE15B044,CE15B012,CE15B048,CE15B103,CE15B072,CE15B053,CE15B001,CE15B049,CE15B052,CE15B057,CE15B056,CE15B065,CE15B021
CE3310$outside,NA15B036,NA15B023,NA15B004,NA15B033,NA15B022,NA15B003,CE15B023,CE15B062,CE15B050,CE15B084,CE15B017,CE15B018,CE15B005,CE15B015,CE15B033,CE15B066,CE15B028,CE15B101,CE15B105,CE15B074,CE15B095,CE15B100,CE15B073,CE15B078,CE15B085,CE15B070,CE15B059,CE15B029,CE15B092,CE15B043,CE15B011,CE15B093,CE15B060,CE15B031,CE15B068,CE15B086,CE15B022,CE15B004,CE15B069,CE15B027,CE15B007,CE15B002,CE15B055,CE15B026,CE15B048,CE15B035,CE15B012,CE15B003,CE15B019,CE15B044,CE15B001,CE15B103,CE15B072,CE15B053,CE15B052,CE15B049,CE15B057,CE15B056,CE15B065,CE15B021
CE4720$inside,CE15B089,CE15B079
CE4720$outside,CE15B089,CE15B079
CE4810$inside
CE4810$outside,ME15B024,ME15B017
CE5450$inside
CE5450$outside,ME15B101,ME15B097,ME15B041,ME15B047,ME15B119,ME15B009
CE5830$inside,CE15B103
CE5830$outside,CE15B103
CE5870$inside,CE15B006
CE5870$outside,CH15B010,CE15B006
CE5900$inside,CE15B079,CE15B042,CE15B037,CE15B015
CE5900$outside,CE15B037,CE15B042,CE15B079,CE15B015
CE6010$inside,CE15B066
CE6010$outside,CE15B066
CE6016$inside,CE15B006,CE15B065,CE15B064
CE6016$outside,ME15B118,ME15B017,ME15B024,ME15B123,CE15B065,CE15B006,CE15B064
CE6050$inside,CE15B006
CE6050$outside,CE15B006
GN5001$inside
GN5001$outside,EP15B020,EP15B004,EP15B001,EP15B015,BE15B026,EP15B030,EP15B008,BS15B011,ME15B024,EP15B016,NA15B016,ME15B017,BS15B008,EE15B098,BS15B020,EP15B005,EP15B018,BS15B025,NA15B014,ME15B142,BS15B014,EP15B013,BS15B027,BS15B023,BS15B021,ED15B025
ID6090$inside
ID6090$outside,ME15B056
CA5310$inside,CH15B038
CA5310$outside,CH15B038
CH3150$inside,CH15B036,CH15B007,CH15B011,CH15B040,CH15B077,CH15B048,CH15B044,CH15B006,CH15B041,CH15B059,CH15B035,CH15B070,CH15B056,CH15B093,CH15B051,CH15B027,CH15B054,CH15B067,CH15B076,CH15B002,CH15B083,CH15B028,CH15B055,CH15B069,CH15B001,CH15B065,CH15B078,CH15B024,CH15B017,CH15B030,CH15B014,CH15B047,CH15B033,CH15B079,CH15B057,CH15B013,CH15B064,CH15B025,CH15B049,CH15B029,CH15B075,CH15B061,CH15B081,CH15B084,CH15B050,CH15B052,CH15B016,CH15B022
CH3150$outside,NA15B017,NA15B014,NA15B016,CH15B014,CH15B006,CH15B001,CH15B056,CH15B025,CH15B017,CH15B078,CH15B069,CH15B050,CH15B052,CH15B064,CH15B044,CH15B033,CH15B036,CH15B081,CH15B055,CH15B093,CH15B049,CH15B065,CH15B067,CH15B047,CH15B083,CH15B051,CH15B024,CH15B077,CH15B041,CH15B007,CH15B076,CH15B029,CH15B030,CH15B057,CH15B075,CH15B070,CH15B061,CH15B048,CH15B054,CH15B016,CH15B022,CH15B079,CH15B011,CH15B059,CH15B028,CH15B002,CH15B040,CH15B027,CH15B013,CH15B035,CH15B084
CH3160$inside,CH15B037,CH15B047,CH15B014,CH15B027,CH15B054,CH15B004,CH15B070,CH15B075,CH15B094,CH15B002,CH15B021,CH15B055,CH15B031,CH15B042,CH15B051,CH15B019,CH15B028,CH15B007,CH15B069,CH15B017,CH15B001,CH15B006,CH15B074,CH15B011,CH15B016,CH15B050,CH15B029,CH15B067,CH15B052
CH3160$outside,NA15B034,CH15B037,CH15B014,CH15B069,CH15B007,CH15B028,CH15B074,CH15B094,CH15B052,CH15B031,CH15B006,CH15B067,CH15B002,CH15B021,CH15B029,CH15B051,CH15B019,CH15B017,CH15B011,CH15B001,CH15B027,CH15B042,CH15B075,CH15B016,CH15B070,CH15B054,CH15B004,CH15B055,CH15B050,CH15B047
CH3170$inside,CH15B014,CH15B017,CH15B001,CH15B059,CH15B050,CH15B075,CH15B051
CH3170$outside,BS15B002,CH15B014,CH15B051,CH15B001,CH15B017,CH15B075,CH15B050,CH15B059
CH4960$inside,CH15B074
CH4960$outside,ME15B151,ME15B060,ME15B001,ME15B006,ME15B119,ME15B089,ME15B066,ME15B032,ME15B002,ME15B101,CH15B074
CH5011$inside,CH15B017,CH15B027,CH15B004,CH15B043,CH15B018,CH15B034,CH15B044
