RollNo,CourseNo,ColorGroup,Type,SortOrder
CE17B001,CY1001,NULL,CORE,NULL
CE17B001,CY1002slotR2,NULL,CORE,NULL
CE17B001,GN1102,NULL,CORE,NULL
CE17B001,CE2330,NULL,CORE,NULL
CE17B002,AM1100,NULL,CORE,NULL
CE17B002,CY1001,NULL,CORE,NULL
CE17B002,CY1002slotQ1,NULL,CORE,NULL
CE17B002,PH1020,NULL,CORE,NULL
CE17B002,MA1102,NULL,CORE,NULL
CE17B002,GN1102,NULL,CORE,NULL
CE17B002,CE2330,NULL,CORE,NULL
CE17B003,AM1100,NULL,CORE,NULL
CE17B003,CY1001,NULL,CORE,NULL
CE17B003,CY1002slotR1,NULL,CORE,NULL
CE17B003,PH1020,NULL,CORE,NULL
CE17B003,MA1102,NULL,CORE,NULL
CE17B003,GN1102,NULL,CORE,NULL
CE17B003,CE2330,NULL,CORE,NULL
CE17B004,AM1100,NULL,CORE,NULL
CE17B004,CY1001,NULL,CORE,NULL
CE17B004,CY1002slotQ1,NULL,CORE,NULL
CE17B004,PH1020,NULL,CORE,NULL
CE17B004,MA1102,NULL,CORE,NULL
CE17B004,GN1102,NULL,CORE,NULL
CE17B004,CE2330,NULL,CORE,NULL
CE17B006,AM1100,NULL,CORE,NULL
CE17B006,CY1001,NULL,CORE,NULL
CE17B006,CY1002slotP1,NULL,CORE,NULL
CE17B006,PH1020,NULL,CORE,NULL
CE17B006,MA1102,NULL,CORE,NULL
CE17B006,GN1102,NULL,CORE,NULL
CE17B006,CE2330,NULL,CORE,NULL
CE17B007,AM1100,NULL,CORE,NULL
CE17B007,CY1001,NULL,CORE,NULL
CE17B007,CY1002slotP1,NULL,CORE,NULL
CE17B007,PH1020,NULL,CORE,NULL
CE17B007,MA1102,NULL,CORE,NULL
CE17B007,GN1102,NULL,CORE,NULL
CE17B007,CE2330,NULL,CORE,NULL
CE17B008,AM1100,NULL,CORE,NULL
CE17B008,CY1001,NULL,CORE,NULL
CE17B008,CY1002slotR2,NULL,CORE,NULL
CE17B008,PH1020,NULL,CORE,NULL
CE17B008,MA1102,NULL,CORE,NULL
CE17B008,GN1102,NULL,CORE,NULL
CE17B008,CE2330,NULL,CORE,NULL
CE17B009,AM1100,NULL,CORE,NULL
CE17B009,CY1001,NULL,CORE,NULL
CE17B009,CY1002slotQ1,NULL,CORE,NULL
CE17B009,PH1020,NULL,CORE,NULL
CE17B009,MA1102,NULL,CORE,NULL
CE17B009,GN1102,NULL,CORE,NULL
CE17B009,CE2330,NULL,CORE,NULL
CE17B010,AM1100,NULL,CORE,NULL
CE17B010,CY1001,NULL,CORE,NULL
CE17B010,CY1002slotR2,NULL,CORE,NULL
CE17B010,PH1020,NULL,CORE,NULL
CE17B010,MA1102,NULL,CORE,NULL
CE17B010,GN1102,NULL,CORE,NULL
CE17B010,CE2330,NULL,CORE,NULL
CE17B011,AM1100,NULL,CORE,NULL
CE17B011,CY1001,NULL,CORE,NULL
CE17B011,CY1002slotR2,NULL,CORE,NULL
CE17B011,PH1020,NULL,CORE,NULL
CE17B011,MA1102,NULL,CORE,NULL
CE17B011,GN1102,NULL,CORE,NULL
CE17B011,CE2330,NULL,CORE,NULL
CE17B012,AM1100,NULL,CORE,NULL
CE17B012,CY1001,NULL,CORE,NULL
CE17B012,CY1002slotR2,NULL,CORE,NULL
CE17B012,PH1020,NULL,CORE,NULL
CE17B012,MA1102,NULL,CORE,NULL
CE17B012,GN1102,NULL,CORE,NULL
CE17B012,CE2330,NULL,CORE,NULL
CE17B013,AM1100,NULL,CORE,NULL
CE17B013,CY1001,NULL,CORE,NULL
CE17B013,CY1002slotR2,NULL,CORE,NULL
CE17B013,PH1020,NULL,CORE,NULL
CE17B013,MA1102,NULL,CORE,NULL
CE17B013,GN1102,NULL,CORE,NULL
CE17B013,CE2330,NULL,CORE,NULL
CE17B014,AM1100,NULL,CORE,NULL
CE17B014,CY1001,NULL,CORE,NULL
CE17B014,CY1002slotR2,NULL,CORE,NULL
CE17B014,PH1020,NULL,CORE,NULL
CE17B014,MA1102,NULL,CORE,NULL
CE17B014,GN1102,NULL,CORE,NULL
CE17B014,CE2330,NULL,CORE,NULL
CE17B015,AM1100,NULL,CORE,NULL
CE17B015,CY1001,NULL,CORE,NULL
CE17B015,CY1002slotQ1,NULL,CORE,NULL
CE17B015,PH1020,NULL,CORE,NULL
CE17B015,MA1102,NULL,CORE,NULL
CE17B015,GN1102,NULL,CORE,NULL
CE17B015,CE2330,NULL,CORE,NULL
CE17B016,AM1100,NULL,CORE,NULL
CE17B016,CY1001,NULL,CORE,NULL
CE17B016,CY1002slotQ1,NULL,CORE,NULL
CE17B016,PH1020,NULL,CORE,NULL
CE17B016,MA1102,NULL,CORE,NULL
CE17B016,GN1102,NULL,CORE,NULL
CE17B016,CE2330,NULL,CORE,NULL
CE17B017,AM1100,NULL,CORE,NULL
CE17B017,CY1001,NULL,CORE,NULL
CE17B017,CY1002slotP1,NULL,CORE,NULL
CE17B017,PH1020,NULL,CORE,NULL
CE17B017,MA1102,NULL,CORE,NULL
CE17B017,GN1102,NULL,CORE,NULL
CE17B017,CE2330,NULL,CORE,NULL
CE17B018,AM1100,NULL,CORE,NULL
CE17B018,CY1001,NULL,CORE,NULL
CE17B018,CY1002slotR2,NULL,CORE,NULL
CE17B018,PH1020,NULL,CORE,NULL
CE17B018,MA1102,NULL,CORE,NULL
CE17B018,GN1102,NULL,CORE,NULL
CE17B018,CE2330,NULL,CORE,NULL
CE17B018,CS2810,0,ELEC,1
CE17B018,CS2800,0,ELEC,2
CE17B019,AM1100,NULL,CORE,NULL
CE17B019,CY1001,NULL,CORE,NULL
CE17B019,CY1002slotR2,NULL,CORE,NULL
CE17B019,PH1020,NULL,CORE,NULL
CE17B019,MA1102,NULL,CORE,NULL
CE17B019,GN1102,NULL,CORE,NULL
CE17B019,CE2330,NULL,CORE,NULL
CE17B019,CS2800,0,ELEC,1
CE17B019,CS2810,0,ELEC,2
CE17B020,AM1100,NULL,CORE,NULL
CE17B020,CY1001,NULL,CORE,NULL
CE17B020,CY1002slotR2,NULL,CORE,NULL
CE17B020,PH1020,NULL,CORE,NULL
CE17B020,MA1102,NULL,CORE,NULL
CE17B020,GN1102,NULL,CORE,NULL
CE17B020,CE2330,NULL,CORE,NULL
CE17B021,AM1100,NULL,CORE,NULL
CE17B021,CY1001,NULL,CORE,NULL
CE17B021,CY1002slotR2,NULL,CORE,NULL
CE17B021,PH1020,NULL,CORE,NULL
CE17B021,MA1102,NULL,CORE,NULL
CE17B021,GN1102,NULL,CORE,NULL
CE17B021,CE2330,NULL,CORE,NULL
CE17B022,AM1100,NULL,CORE,NULL
CE17B022,CY1001,NULL,CORE,NULL
CE17B022,CY1002slotR2,NULL,CORE,NULL
CE17B022,PH1020,NULL,CORE,NULL
CE17B022,MA1102,NULL,CORE,NULL
CE17B022,GN1102,NULL,CORE,NULL
CE17B022,CE2330,NULL,CORE,NULL
CE17B023,AM1100,NULL,CORE,NULL
CE17B023,CY1001,NULL,CORE,NULL
CE17B023,CY1002slotP1,NULL,CORE,NULL
CE17B023,PH1020,NULL,CORE,NULL
CE17B023,MA1102,NULL,CORE,NULL
CE17B023,GN1102,NULL,CORE,NULL
CE17B023,CE2330,NULL,CORE,NULL
CE17B023,HS1090,1,ELEC,1
CE17B023,HS1110,1,ELEC,2
CE17B024,AM1100,NULL,CORE,NULL
CE17B024,CY1001,NULL,CORE,NULL
CE17B024,CY1002slotP1,NULL,CORE,NULL
CE17B024,PH1020,NULL,CORE,NULL
CE17B024,MA1102,NULL,CORE,NULL
CE17B024,GN1102,NULL,CORE,NULL
CE17B024,CE2330,NULL,CORE,NULL
CE17B025,AM1100,NULL,CORE,NULL
CE17B025,CY1001,NULL,CORE,NULL
CE17B025,CY1002slotP1,NULL,CORE,NULL
CE17B025,PH1020,NULL,CORE,NULL
CE17B025,MA1102,NULL,CORE,NULL
CE17B025,GN1102,NULL,CORE,NULL
CE17B025,CE2330,NULL,CORE,NULL
CE17B026,AM1100,NULL,CORE,NULL
CE17B026,CY1001,NULL,CORE,NULL
CE17B026,CY1002slotP1,NULL,CORE,NULL
CE17B026,PH1020,NULL,CORE,NULL
CE17B026,MA1102,NULL,CORE,NULL
CE17B026,GN1102,NULL,CORE,NULL
CE17B026,CE2330,NULL,CORE,NULL
CE17B027,AM1100,NULL,CORE,NULL
CE17B027,CY1001,NULL,CORE,NULL
CE17B027,CY1002slotP1,NULL,CORE,NULL
CE17B027,PH1020,NULL,CORE,NULL
CE17B027,MA1102,NULL,CORE,NULL
CE17B027,GN1102,NULL,CORE,NULL
CE17B027,CE2330,NULL,CORE,NULL
CE17B029,AM1100,NULL,CORE,NULL
CE17B029,CY1001,NULL,CORE,NULL
CE17B029,CY1002slotR1,NULL,CORE,NULL
CE17B029,PH1020,NULL,CORE,NULL
CE17B029,MA1102,NULL,CORE,NULL
CE17B029,GN1102,NULL,CORE,NULL
CE17B029,CE2330,NULL,CORE,NULL
CE17B030,AM1100,NULL,CORE,NULL
CE17B030,CY1001,NULL,CORE,NULL
CE17B030,CY1002slotP1,NULL,CORE,NULL
CE17B030,PH1020,NULL,CORE,NULL
CE17B030,MA1102,NULL,CORE,NULL
CE17B030,GN1102,NULL,CORE,NULL
CE17B030,CE2330,NULL,CORE,NULL
CE17B031,AM1100,NULL,CORE,NULL
CE17B031,CY1001,NULL,CORE,NULL
CE17B031,CY1002slotP1,NULL,CORE,NULL
CE17B031,PH1020,NULL,CORE,NULL
CE17B031,MA1102,NULL,CORE,NULL
CE17B031,GN1102,NULL,CORE,NULL
CE17B031,CE2330,NULL,CORE,NULL
CE17B032,AM1100,NULL,CORE,NULL
CE17B032,CY1001,NULL,CORE,NULL
CE17B032,CY1002slotR2,NULL,CORE,NULL
CE17B032,PH1020,NULL,CORE,NULL
CE17B032,MA1102,NULL,CORE,NULL
CE17B032,GN1102,NULL,CORE,NULL
CE17B032,CE2330,NULL,CORE,NULL
CE17B033,AM1100,NULL,CORE,NULL
CE17B033,CY1001,NULL,CORE,NULL
CE17B033,CY1002slotR2,NULL,CORE,NULL
CE17B033,PH1020,NULL,CORE,NULL
CE17B033,MA1102,NULL,CORE,NULL
CE17B033,GN1102,NULL,CORE,NULL
CE17B033,CE2330,NULL,CORE,NULL
CE17B034,AM1100,NULL,CORE,NULL
CE17B034,CY1001,NULL,CORE,NULL
CE17B034,CY1002slotR2,NULL,CORE,NULL
CE17B034,PH1020,NULL,CORE,NULL
CE17B034,MA1102,NULL,CORE,NULL
CE17B034,GN1102,NULL,CORE,NULL
CE17B034,CE2330,NULL,CORE,NULL
CE17B035,AM1100,NULL,CORE,NULL
CE17B035,CY1001,NULL,CORE,NULL
CE17B035,CY1002slotP1,NULL,CORE,NULL
CE17B035,PH1020,NULL,CORE,NULL
CE17B035,MA1102,NULL,CORE,NULL
CE17B035,GN1102,NULL,CORE,NULL
CE17B035,CE2330,NULL,CORE,NULL
CE17B036,AM1100,NULL,CORE,NULL
CE17B036,CY1001,NULL,CORE,NULL
CE17B036,CY1002slotR2,NULL,CORE,NULL
CE17B036,PH1020,NULL,CORE,NULL
CE17B036,MA1102,NULL,CORE,NULL
CE17B036,GN1102,NULL,CORE,NULL
CE17B036,CE2330,NULL,CORE,NULL
CE17B037,AM1100,NULL,CORE,NULL
CE17B037,CY1001,NULL,CORE,NULL
CE17B037,CY1002slotR2,NULL,CORE,NULL
CE17B037,PH1020,NULL,CORE,NULL
CE17B037,MA1102,NULL,CORE,NULL
CE17B037,GN1102,NULL,CORE,NULL
CE17B037,CE2330,NULL,CORE,NULL
CE17B038,AM1100,NULL,CORE,NULL
CE17B038,CY1001,NULL,CORE,NULL
CE17B038,CY1002slotR2,NULL,CORE,NULL
CE17B038,PH1020,NULL,CORE,NULL
CE17B038,MA1102,NULL,CORE,NULL
CE17B038,GN1102,NULL,CORE,NULL
CE17B038,CE2330,NULL,CORE,NULL
CE17B039,AM1100,NULL,CORE,NULL
CE17B039,CY1001,NULL,CORE,NULL
CE17B039,CY1002slotQ1,NULL,CORE,NULL
CE17B039,PH1020,NULL,CORE,NULL
CE17B039,MA1102,NULL,CORE,NULL
CE17B039,GN1102,NULL,CORE,NULL
CE17B039,CE2330,NULL,CORE,NULL
CE17B040,AM1100,NULL,CORE,NULL
CE17B040,CY1001,NULL,CORE,NULL
CE17B040,CY1002slotR2,NULL,CORE,NULL
CE17B040,PH1020,NULL,CORE,NULL
CE17B040,MA1102,NULL,CORE,NULL
CE17B040,GN1102,NULL,CORE,NULL
CE17B040,CE2330,NULL,CORE,NULL
CE17B041,AM1100,NULL,CORE,NULL
CE17B041,CY1001,NULL,CORE,NULL
CE17B041,CY1002slotQ1,NULL,CORE,NULL
CE17B041,PH1020,NULL,CORE,NULL
CE17B041,MA1102,NULL,CORE,NULL
CE17B041,GN1102,NULL,CORE,NULL
CE17B041,CE2330,NULL,CORE,NULL
CE17B042,AM1100,NULL,CORE,NULL
CE17B042,CY1001,NULL,CORE,NULL
CE17B042,CY1002slotR2,NULL,CORE,NULL
CE17B042,PH1020,NULL,CORE,NULL
CE17B042,MA1102,NULL,CORE,NULL
CE17B042,GN1102,NULL,CORE,NULL
CE17B042,CE2330,NULL,CORE,NULL
CE17B043,AM1100,NULL,CORE,NULL
CE17B043,CY1001,NULL,CORE,NULL
CE17B043,CY1002slotQ1,NULL,CORE,NULL
CE17B043,PH1020,NULL,CORE,NULL
CE17B043,MA1102,NULL,CORE,NULL
CE17B043,GN1102,NULL,CORE,NULL
CE17B043,CE2330,NULL,CORE,NULL
CE17B044,AM1100,NULL,CORE,NULL
CE17B044,CY1001,NULL,CORE,NULL
CE17B044,CY1002slotR2,NULL,CORE,NULL
CE17B044,PH1020,NULL,CORE,NULL
CE17B044,MA1102,NULL,CORE,NULL
CE17B044,GN1102,NULL,CORE,NULL
CE17B044,CE2330,NULL,CORE,NULL
CE17B045,AM1100,NULL,CORE,NULL
CE17B045,CY1001,NULL,CORE,NULL
CE17B045,CY1002slotR2,NULL,CORE,NULL
CE17B045,PH1020,NULL,CORE,NULL
CE17B045,MA1102,NULL,CORE,NULL
CE17B045,GN1102,NULL,CORE,NULL
CE17B045,CE2330,NULL,CORE,NULL
CE17B046,AM1100,NULL,CORE,NULL
CE17B046,CY1001,NULL,CORE,NULL
CE17B046,CY1002slotR2,NULL,CORE,NULL
CE17B046,PH1020,NULL,CORE,NULL
CE17B046,MA1102,NULL,CORE,NULL
CE17B046,GN1102,NULL,CORE,NULL
CE17B046,CE2330,NULL,CORE,NULL
CE17B047,AM1100,NULL,CORE,NULL
CE17B047,CY1001,NULL,CORE,NULL
CE17B047,CY1002slotP1,NULL,CORE,NULL
CE17B047,PH1020,NULL,CORE,NULL
CE17B047,MA1102,NULL,CORE,NULL
CE17B047,GN1102,NULL,CORE,NULL
CE17B047,CE2330,NULL,CORE,NULL
CE17B048,AM1100,NULL,CORE,NULL
CE17B048,CY1001,NULL,CORE,NULL
CE17B048,CY1002slotR2,NULL,CORE,NULL
CE17B048,PH1020,NULL,CORE,NULL
CE17B048,MA1102,NULL,CORE,NULL
CE17B048,GN1102,NULL,CORE,NULL
CE17B048,CE2330,NULL,CORE,NULL
CE17B049,AM1100,NULL,CORE,NULL
CE17B049,CY1001,NULL,CORE,NULL
CE17B049,CY1002slotR2,NULL,CORE,NULL
CE17B049,PH1020,NULL,CORE,NULL
CE17B049,MA1102,NULL,CORE,NULL
CE17B049,GN1102,NULL,CORE,NULL
CE17B049,CE2330,NULL,CORE,NULL
CE17B050,AM1100,NULL,CORE,NULL
CE17B050,CY1001,NULL,CORE,NULL
CE17B050,CY1002slotR2,NULL,CORE,NULL
CE17B050,PH1020,NULL,CORE,NULL
CE17B050,MA1102,NULL,CORE,NULL
CE17B050,GN1102,NULL,CORE,NULL
CE17B050,CE2330,NULL,CORE,NULL
CE17B051,AM1100,NULL,CORE,NULL
CE17B051,CY1001,NULL,CORE,NULL
CE17B051,CY1002slotR2,NULL,CORE,NULL
CE17B051,PH1020,NULL,CORE,NULL
CE17B051,MA1102,NULL,CORE,NULL
CE17B051,GN1102,NULL,CORE,NULL
CE17B051,CE2330,NULL,CORE,NULL
CE17B052,AM1100,NULL,CORE,NULL
CE17B052,CY1001,NULL,CORE,NULL
CE17B052,CY1002slotR2,NULL,CORE,NULL
CE17B052,PH1020,NULL,CORE,NULL
CE17B052,MA1102,NULL,CORE,NULL
CE17B052,GN1102,NULL,CORE,NULL
CE17B052,CE2330,NULL,CORE,NULL
CE17B053,AM1100,NULL,CORE,NULL
CE17B053,CY1001,NULL,CORE,NULL
CE17B053,CY1002slotR2,NULL,CORE,NULL
CE17B053,PH1020,NULL,CORE,NULL
CE17B053,MA1102,NULL,CORE,NULL
CE17B053,GN1102,NULL,CORE,NULL
CE17B053,CE2330,NULL,CORE,NULL
CE17B054,AM1100,NULL,CORE,NULL
CE17B054,CY1001,NULL,CORE,NULL
CE17B054,CY1002slotQ1,NULL,CORE,NULL
CE17B054,PH1020,NULL,CORE,NULL
CE17B054,MA1102,NULL,CORE,NULL
CE17B054,GN1102,NULL,CORE,NULL
CE17B054,CE2330,NULL,CORE,NULL
CE17B055,AM1100,NULL,CORE,NULL
CE17B055,CY1001,NULL,CORE,NULL
CE17B055,CY1002slotR2,NULL,CORE,NULL
CE17B055,PH1020,NULL,CORE,NULL
CE17B055,MA1102,NULL,CORE,NULL
CE17B055,GN1102,NULL,CORE,NULL
CE17B055,CE2330,NULL,CORE,NULL
CE17B056,AM1100,NULL,CORE,NULL
CE17B056,CY1001,NULL,CORE,NULL
CE17B056,CY1002slotR2,NULL,CORE,NULL
CE17B056,PH1020,NULL,CORE,NULL
CE17B056,MA1102,NULL,CORE,NULL
CE17B056,GN1102,NULL,CORE,NULL
CE17B056,CE2330,NULL,CORE,NULL
CE17B057,AM1100,NULL,CORE,NULL
CE17B057,CY1001,NULL,CORE,NULL
CE17B057,CY1002slotR2,NULL,CORE,NULL
CE17B057,PH1020,NULL,CORE,NULL
CE17B057,MA1102,NULL,CORE,NULL
CE17B057,GN1102,NULL,CORE,NULL
CE17B057,CE2330,NULL,CORE,NULL
CE17B058,AM1100,NULL,CORE,NULL
CE17B058,CY1001,NULL,CORE,NULL
CE17B058,CY1002slotR2,NULL,CORE,NULL
CE17B058,PH1020,NULL,CORE,NULL
CE17B058,MA1102,NULL,CORE,NULL
CE17B058,GN1102,NULL,CORE,NULL
CE17B058,CE2330,NULL,CORE,NULL
CE17B059,AM1100,NULL,CORE,NULL
CE17B059,CY1001,NULL,CORE,NULL
CE17B059,CY1002slotR1,NULL,CORE,NULL
CE17B059,PH1020,NULL,CORE,NULL
CE17B059,MA1102,NULL,CORE,NULL
CE17B059,GN1102,NULL,CORE,NULL
CE17B059,CE2330,NULL,CORE,NULL
CE17B059,HS3002C,0,ELEC,1
CE17B059,HS3002A,0,ELEC,2
CE17B059,HS3002B,0,ELEC,3
CE17B059,HS3002D,0,ELEC,4
CE17B059,HS3002,0,ELEC,5
CE17B060,AM1100,NULL,CORE,NULL
CE17B060,CY1001,NULL,CORE,NULL
CE17B060,CY1002slotR1,NULL,CORE,NULL
CE17B060,PH1020,NULL,CORE,NULL
CE17B060,MA1102,NULL,CORE,NULL
CE17B060,GN1102,NULL,CORE,NULL
CE17B060,CE2330,NULL,CORE,NULL
CE17B060,HS3002C,0,ELEC,1
CE17B060,HS3002A,0,ELEC,2
CE17B060,HS3002B,0,ELEC,3
CE17B060,HS3002D,0,ELEC,4
CE17B060,HS3002,0,ELEC,5
CE17B061,AM1100,NULL,CORE,NULL
CE17B061,CY1001,NULL,CORE,NULL
CE17B061,CY1002slotP1,NULL,CORE,NULL
CE17B061,PH1020,NULL,CORE,NULL
CE17B061,MA1102,NULL,CORE,NULL
CE17B061,GN1102,NULL,CORE,NULL
CE17B061,CE2330,NULL,CORE,NULL
CE17B062,AM1100,NULL,CORE,NULL
CE17B062,CY1001,NULL,CORE,NULL
CE17B062,CY1002slotR2,NULL,CORE,NULL
CE17B062,PH1020,NULL,CORE,NULL
CE17B062,MA1102,NULL,CORE,NULL
CE17B062,GN1102,NULL,CORE,NULL
CE17B062,CE2330,NULL,CORE,NULL
CE17B063,AM1100,NULL,CORE,NULL
CE17B063,CY1001,NULL,CORE,NULL
CE17B063,CY1002slotP2,NULL,CORE,NULL
CE17B063,PH1020,NULL,CORE,NULL
CE17B063,MA1102,NULL,CORE,NULL
CE17B063,GN1102,NULL,CORE,NULL
CE17B063,CE2330,NULL,CORE,NULL
CE17B063,HS1090,1,ELEC,1
CE17B063,HS1110,1,ELEC,2
CE17B101,AM1100,NULL,CORE,NULL
CE17B101,CY1001,NULL,CORE,NULL
CE17B101,CY1002slotR2,NULL,CORE,NULL
CE17B101,PH1020,NULL,CORE,NULL
CE17B101,MA1102,NULL,CORE,NULL
CE17B101,GN1102,NULL,CORE,NULL
CE17B101,CE2330,NULL,CORE,NULL
CE17B103,AM1100,NULL,CORE,NULL
CE17B103,CY1001,NULL,CORE,NULL
CE17B103,CY1002slotP1,NULL,CORE,NULL
CE17B103,PH1020,NULL,CORE,NULL
CE17B103,MA1102,NULL,CORE,NULL
CE17B103,GN1102,NULL,CORE,NULL
CE17B103,CE2330,NULL,CORE,NULL
CE17B104,AM1100,NULL,CORE,NULL
CE17B104,CY1001,NULL,CORE,NULL
CE17B104,CY1002slotP1,NULL,CORE,NULL
CE17B104,PH1020,NULL,CORE,NULL
CE17B104,MA1102,NULL,CORE,NULL
CE17B104,GN1102,NULL,CORE,NULL
CE17B104,CE2330,NULL,CORE,NULL
CE17B105,AM1100,NULL,CORE,NULL
CE17B105,CY1001,NULL,CORE,NULL
CE17B105,CY1002slotR2,NULL,CORE,NULL
CE17B105,PH1020,NULL,CORE,NULL
CE17B105,MA1102,NULL,CORE,NULL
CE17B105,GN1102,NULL,CORE,NULL
CE17B105,CE2330,NULL,CORE,NULL
CE17B106,AM1100,NULL,CORE,NULL
CE17B106,CY1001,NULL,CORE,NULL
CE17B106,CY1002slotR2,NULL,CORE,NULL
CE17B106,PH1020,NULL,CORE,NULL
CE17B106,MA1102,NULL,CORE,NULL
CE17B106,GN1102,NULL,CORE,NULL
CE17B106,CE2330,NULL,CORE,NULL
CE17B107,AM1100,NULL,CORE,NULL
CE17B107,CY1001,NULL,CORE,NULL
CE17B107,CY1002slotP1,NULL,CORE,NULL
CE17B107,PH1020,NULL,CORE,NULL
CE17B107,MA1102,NULL,CORE,NULL
CE17B107,GN1102,NULL,CORE,NULL
CE17B107,CE2330,NULL,CORE,NULL
CE17B108,AM1100,NULL,CORE,NULL
CE17B108,CY1001,NULL,CORE,NULL
CE17B108,CY1002slotP1,NULL,CORE,NULL
CE17B108,PH1020,NULL,CORE,NULL
CE17B108,MA1102,NULL,CORE,NULL
CE17B108,GN1102,NULL,CORE,NULL
CE17B108,CE2330,NULL,CORE,NULL
CE17B109,AM1100,NULL,CORE,NULL
CE17B109,CY1001,NULL,CORE,NULL
CE17B109,CY1002slotP1,NULL,CORE,NULL
CE17B109,PH1020,NULL,CORE,NULL
CE17B109,MA1102,NULL,CORE,NULL
CE17B109,GN1102,NULL,CORE,NULL
CE17B109,CE2330,NULL,CORE,NULL
CE17B110,AM1100,NULL,CORE,NULL
CE17B110,CY1001,NULL,CORE,NULL
CE17B110,CY1002slotP1,NULL,CORE,NULL
CE17B110,PH1020,NULL,CORE,NULL
CE17B110,MA1102,NULL,CORE,NULL
CE17B110,GN1102,NULL,CORE,NULL
CE17B110,CE2330,NULL,CORE,NULL
CE17B111,AM1100,NULL,CORE,NULL
CE17B111,CY1001,NULL,CORE,NULL
CE17B111,CY1002slotP1,NULL,CORE,NULL
CE17B111,PH1020,NULL,CORE,NULL
CE17B111,MA1102,NULL,CORE,NULL
CE17B111,GN1102,NULL,CORE,NULL
CE17B111,CE2330,NULL,CORE,NULL
CE17B112,AM1100,NULL,CORE,NULL
CE17B112,CY1001,NULL,CORE,NULL
CE17B112,CY1002slotR1,NULL,CORE,NULL
CE17B112,PH1020,NULL,CORE,NULL
CE17B112,MA1102,NULL,CORE,NULL
CE17B112,GN1102,NULL,CORE,NULL
CE17B112,CE2330,NULL,CORE,NULL
CE17B113,AM1100,NULL,CORE,NULL
CE17B113,CY1001,NULL,CORE,NULL
CE17B113,CY1002slotR1,NULL,CORE,NULL
CE17B113,PH1020,NULL,CORE,NULL
CE17B113,MA1102,NULL,CORE,NULL
CE17B113,GN1102,NULL,CORE,NULL
CE17B113,CE2330,NULL,CORE,NULL
CE17B114,AM1100,NULL,CORE,NULL
CE17B114,CY1001,NULL,CORE,NULL
CE17B114,CY1002slotP1,NULL,CORE,NULL
CE17B114,PH1020,NULL,CORE,NULL
CE17B114,MA1102,NULL,CORE,NULL
CE17B114,GN1102,NULL,CORE,NULL
CE17B114,CE2330,NULL,CORE,NULL
CE17B115,AM1100,NULL,CORE,NULL
CE17B115,CY1001,NULL,CORE,NULL
CE17B115,CY1002slotR1,NULL,CORE,NULL
CE17B115,PH1020,NULL,CORE,NULL
CE17B115,MA1102,NULL,CORE,NULL
CE17B115,GN1102,NULL,CORE,NULL
CE17B115,CE2330,NULL,CORE,NULL
CE17B116,AM1100,NULL,CORE,NULL
CE17B116,CY1001,NULL,CORE,NULL
CE17B116,CY1002slotP1,NULL,CORE,NULL
CE17B116,PH1020,NULL,CORE,NULL
CE17B116,MA1102,NULL,CORE,NULL
CE17B116,GN1102,NULL,CORE,NULL
CE17B116,CE2330,NULL,CORE,NULL
CE17B117,AM1100,NULL,CORE,NULL
CE17B117,CY1001,NULL,CORE,NULL
CE17B117,CY1002slotP1,NULL,CORE,NULL
CE17B117,PH1020,NULL,CORE,NULL
CE17B117,MA1102,NULL,CORE,NULL
CE17B117,GN1102,NULL,CORE,NULL
CE17B117,CE2330,NULL,CORE,NULL
CE17B118,AM1100,NULL,CORE,NULL
CE17B118,CY1001,NULL,CORE,NULL
CE17B118,CY1002slotP1,NULL,CORE,NULL
CE17B118,PH1020,NULL,CORE,NULL
CE17B118,MA1102,NULL,CORE,NULL
CE17B118,GN1102,NULL,CORE,NULL
CE17B118,CE2330,NULL,CORE,NULL
CE17B120,AM1100,NULL,CORE,NULL
CE17B120,CY1001,NULL,CORE,NULL
CE17B120,CY1002slotP1,NULL,CORE,NULL
CE17B120,PH1020,NULL,CORE,NULL
CE17B120,MA1102,NULL,CORE,NULL
CE17B120,GN1102,NULL,CORE,NULL
CE17B120,CE2330,NULL,CORE,NULL
CE17B121,CH3521,NULL,CORE,NULL
CE17B121,CH3021,NULL,CORE,NULL
CE17B121,CH3052,NULL,CORE,NULL
CE17B121,CH3050,NULL,CORE,NULL
CE17B121,CH5440,2,ELEC,1
CE17B121,CS2800,1,ELEC,2
CE17B122,AM1100,NULL,CORE,NULL
CE17B122,CY1001,NULL,CORE,NULL
CE17B122,CY1002slotP1,NULL,CORE,NULL
CE17B122,PH1020,NULL,CORE,NULL
CE17B122,MA1102,NULL,CORE,NULL
CE17B122,GN1102,NULL,CORE,NULL
CE17B122,CE2330,NULL,CORE,NULL
CE17B123,AM1100,NULL,CORE,NULL
CE17B123,CY1001,NULL,CORE,NULL
CE17B123,CY1002slotP1,NULL,CORE,NULL
CE17B123,PH1020,NULL,CORE,NULL
CE17B123,MA1102,NULL,CORE,NULL
CE17B123,GN1102,NULL,CORE,NULL
CE17B123,CE2330,NULL,CORE,NULL
CE17B124,AM1100,NULL,CORE,NULL
CE17B124,CY1001,NULL,CORE,NULL
CE17B124,CY1002slotP1,NULL,CORE,NULL
CE17B124,PH1020,NULL,CORE,NULL
CE17B124,MA1102,NULL,CORE,NULL
CE17B124,GN1102,NULL,CORE,NULL
CE17B124,CE2330,NULL,CORE,NULL
