Student Roll Number, Electives Allotted 
AE15B001,AS5711$inside,CS2300A$outside,GN6107$outside,GN5001$outside,MA5741$outside
AE15B002,MA2031$outside,AS4600$inside
AE15B003,HS4290$outside,AM5050$outside,HS3031$outside,MS3710$outside,GN5001$outside,AS4600$inside
AE15B004
AE15B005,AS5711$inside,HS3007$outside
AE15B006,AS5711$inside,HS4300$outside,AS5550$inside,GN6107$outside,GN5001$outside,AS4600$inside
AE15B007,HS4002$outside,AS4600$inside
AE15B008,HS3420$outside,MS3610$outside,AS5570$inside,GN6106$outside,AS5420$inside,AS4600$inside
AE15B009,AS5370$inside,HS3420$outside,GN6107$outside,AS4600$inside
AE15B010,AS5711$inside,AS5545$inside,HS4350$outside,AS5470$inside,AS5570$inside
AE15B011,AS5711$inside,HS2050$outside,AS5925$inside,AS6020$inside,GN6101$outside,AS5420$inside
AE15B012,AS5711$inside,HS3420$outside,MS3610$outside,GN6101$outside,AS5420$inside,MS6010$outside
AE15B013,AS5711$inside,HS3007$outside,AS5610$inside,MS3610$outside,MS6010$outside
AE15B014,AS6020$inside,ED5011$outside,AS5420$inside
AE15B015,AS5711$inside,HS3031$outside,MS3610$outside
AE15B016,AS5711$inside,HS3031$outside,CS2700A$outside
AE15B017
AE15B018,AS5711$inside,HS3007$outside,AS5610$inside,MS3610$outside,MS6010$outside
AE15B019,HS2050$outside,AS5610$inside,AS5320$inside,AS5100$inside,AM5650$outside,AS4600$inside
AE15B020,AS5711$inside,HS2030$outside,AS6020$inside,MA5540$outside,GN6106$outside,ED1091$outside
AE15B021,AS5711$inside,HS3031$outside,CS2700A$outside
AE15B022,AS5545$inside,HS3007$outside,CH5170$outside,GN6106$outside
AE15B023,MA5890$outside,AS5545$inside,HS2030$outside,MS4110$outside,AS6020$inside,GN6106$outside
AE15B024
AE15B025,HS4002$outside,AM5024$outside,AS5925$inside
AE15B026,AS5545$inside,CH5170$outside,MA5540$outside
AE15B027
AE15B028
AE15B029,AS5711$inside,HS3007$outside,GN6106$outside,GN5001$outside,AS4600$inside
AE15B030,HS2030$outside,CH5120$outside,AS5880$inside,GN6106$outside,AM5650$outside
AE15B031,HS4002$outside,CE1010$outside,HS3031$outside,AS5550$inside,AS5320$inside,AS5570$inside
AE15B032,AS5711$inside,HS3031$outside,CS2700A$outside
AE15B033,AS5711$inside,HS4300$outside,AS5470$inside,MS4110$outside,AS5570$inside,GN6101$outside
AE15B034
AE15B035,CH5350$outside,MS4100$outside,CH5170$outside,MS3610$outside,GN5001$outside
AE15B036,HS1090$outside,AS5545$inside,AS5470$inside,AM5650$outside
AE15B037,AM5640$outside,HS4001$outside,ID5030$outside,ID6040$outside
AE15B038,AS5711$inside,HS4001$outside,MS3610$outside,AS4600$inside,MS6010$outside
AE15B039,CH5350$outside,HS2030$outside,ID5030$outside,GN5001$outside
