Course ID, Total Capacity, Allotted Capacity, Students Allotted
AM1100$inside,30,0
AM1100$outside,0,0
AM5199$inside,20,0
AM5199$outside,0,0
AS1300$inside,0,0
AS1300$outside,8,0
AS2030$inside,0,0
AS2030$outside,8,2,ME15B050,ME15B102
AS2050$inside,0,0
AS2050$outside,8,0
AS2070slotE$inside,0,0
AS2070slotE$outside,8,0
AS2070slotF$inside,0,0
AS2070slotF$outside,8,0
AS2080$inside,0,0
AS2080$outside,8,1,ME15B116
AS2510$inside,8,0
AS2510$outside,0,0
AS3050$inside,0,0
AS3050$outside,8,8,AE15B001,AE15B012,AE15B014,AE15B031,AE15B037,ME15B003,ME15B046,ME15B116
AS3271$inside,0,0
AS3271$outside,8,1,ME15B120
AS3520$inside,8,0
AS3520$outside,0,0
AS5211$inside,80,3,AE15B003,AE15B005,AE15B007
AS5211$outside,0,0
AS5212$inside,80,10,AE15B001,AE15B006,AE15B026,AE15B029,AE15B032,AE15B033,AE15B036,AE15B038,AE15B042,AE15B045
AS5212$outside,0,0
AS5213$inside,80,23,AE15B008,AE15B009,AE15B010,AE15B011,AE15B014,AE15B015,AE15B016,AE15B020,AE15B021,AE15B022,AE15B023,AE15B030,AE15B035,AE15B037,AE15B039,AE15B040,AE15B043,AE15B046,AE15B051,AE15B053,AE15B055,AE15B056,AE15B059
AS5213$outside,0,0
AS5400$inside,42,1,AE15B037
AS5400$outside,8,2,ED15B053,ME15B151
AS5435$inside,42,1,AE15B019
AS5435$outside,8,0
AS5460$inside,42,2,AE15B009,AE15B035
AS5460$outside,8,0
AS5540$inside,42,11,AE15B006,AE15B008,AE15B011,AE15B014,AE15B022,AE15B023,AE15B026,AE15B031,AE15B036,AE15B039,AE15B058
AS5540$outside,8,8,ME15B019,ME15B037,ME15B055,ME15B057,ME15B069,ME15B118,ME15B124,ME15B136
AS5670$inside,42,2,AE15B006,AE15B037
AS5670$outside,8,0
AS5710$inside,42,1,AE15B058
AS5710$outside,8,2,ME15B071,ME15B159
AS5850$inside,42,2,AE15B020,AE15B030
AS5850$outside,8,4,ME15B001,ME15B004,ME15B058,ME15B069
AS5860$inside,42,0
AS5860$outside,8,0
AS5990$inside,42,1,AE15B030
AS5990$outside,8,0
AS6000$inside,0,0
AS6000$outside,0,0
AS6010$inside,42,3,AE15B013,AE15B029,AE15B059
AS6010$outside,8,0
AS6060$inside,42,5,AE15B010,AE15B026,AE15B033,AE15B035,AE15B043
AS6060$outside,8,1,ME15B041
AS6320$inside,42,1,AE15B019
AS6320$outside,8,0
BT1010$inside,0,0
BT1010$outside,10,1,ME15B055
BT1020$inside,0,0
BT1020$outside,10,0
BT2020$inside,0,0
BT2020$outside,10,1,CS15B024
BT2022$inside,0,0
BT2022$outside,20,3,CH15B036,CH15B076,CH15B077
BT2041$inside,20,0
BT2041$outside,20,0
BT2042$inside,20,0
BT2042$outside,20,0
BT2061$inside,0,0
BT2061$outside,10,0
BT2082$inside,20,12,BE16B001,BE16B003,BE16B008,BE16B011,BE16B014,BE16B015,BE16B016,BE16B026,BE16B029,BE16B031,BE16B035,BE16B036
BT2082$outside,20,3,CH15B049,CS15B003,EP15B013
BT2122$inside,40,0
BT2122$outside,0,0
BT3020$inside,0,0
BT3020$outside,10,0
BT3022$inside,20,0
BT3022$outside,20,0
BT3040$inside,40,15,BE15B005,BE15B006,BE15B007,BE15B013,BE15B014,BE15B015,BE15B017,BE15B018,BE15B019,BE15B021,BE15B022,BE15B026,BE15B027,BE15B028,BE15B032
BT3040$outside,20,0
BT3041$inside,20,0
BT3041$outside,10,10,AE15B016,AE15B021,AE15B032,AE15B038,AE15B045,CH15B053,CH15B087,ME15B065,ME15B089,ME15B094
BT3110$inside,0,0
BT3110$outside,0,0
BT3122$inside,0,0
BT3122$outside,0,0
BT4230$inside,40,7,BE15B026,BE15B030,BS15B002,BS15B010,BS15B018,BS15B020,BS15B027
BT4230$outside,20,0
BT4240$inside,40,2,BE16B021,BS15B020
BT4240$outside,20,0
BT4260$inside,40,0
BT4260$outside,20,0
