CourseNo,DepartmentCode,MaxOverall2rength,MinOtherBranch2rength,AllocationType,Credit,Slot,Additional Slot,
ME7244,ME,30,0,1,9,J,
MM2010,MM,50,20,3,12,C,
MM2013,MM,50,20,3,9,B,
MM2015,MM,60,20,3,10,D,
MM2080,MM,50,20,3,12,C,
MM3010,MM,50,20,3,9,A,
MM3012,MM,50,20,3,5,S,
MM3030,MM,50,20,3,9,B,
MM3090,MM,50,20,3,12,E,
MM3110,MM,50,20,3,5,S,
MM3330,MM,50,20,3,9,A,
MM4010,MM,50,20,3,10,F,
MM4110,MM,50,20,3,9,XX,
MM4190,MM,50,20,3,9,J,
MM5001,MM,50,20,3,9,A,
MM5003,MM,50,20,3,9,H,
MM5006,MM,50,20,3,9,K,
MM5010,MM,50,20,3,9,D,
MM5012,MM,50,20,3,9,K,
MM5013,MM,50,20,3,9,H,
MM5023,MM,50,20,3,9,G,
MM5024,MM,50,20,3,9,C,
MM5028,MM,50,20,3,3,S,
MM5040,MM,50,20,3,9,G,
MM5104,MM,50,20,3,9,K,
MM5160,MM,50,20,3,9,E,
MM5520,MM,50,20,3,9,M,
MM5700,MM,50,20,3,9,G,
MS3510,MS,140,140,3,9,G,
MS3520,MS,60,60,3,9,E,
MS3610,MS,180,180,3,9,E,
MS3710,MS,60,60,3,9,E,
MS3830,MS,60,60,3,9,E,
MS4100,MS,60,60,3,9,D,
MS4110,MS,66,36,3,12,E,
MS4120,MS,60,60,3,12,E,
MS6010,MS,60,60,3,6,QQ,
NE6310,ME,30,10,1,9,R,
OE2013,OE,0,0,1,10,P,Q,R
OE2023,OE,0,0,1,2,S,
OE3015,OE,0,0,1,10,B,
OE3025,OE,0,0,1,10,A,
OE3035,OE,0,0,1,11,C,
OE3045,OE,0,0,1,10,D,
OE3190,OE,25,0,1,9,E,
OE4050,OE,35,0,1,9,XX,
OE5012,OE,25,10,1,10,D,
OE5200,OE,25,10,1,9,A,
OE5310,OE,25,10,1,9,C,
OE5320,OE,25,10,1,9,B,
OE5650,OE,25,10,1,9,C,
OE6002,OE,50,20,1,9,F,
OE6003,OE,25,10,1,9,F,
OE6006,OE,50,20,1,9,E,
OE6200,OE,25,10,1,10,B,
OE6980,OE,25,10,1,11,G,
OE6990,OE,25,10,1,9,F,
PE6020,OE,50,20,1,10,A,
PE6030,OE,25,10,1,10,D,
PE6050,OE,50,20,1,10,B,
PE6317,OE,25,10,1,9,G,
PH1010,PH,0,0,1,10,D,
PH1020,PH,0,0,1,10,G,
PH1030slotP1,PH,0,0,1,4,P1,
PH1030slotP2,PH,0,0,1,4,P2,
PH1030slotQ1,PH,0,0,1,4,Q1,
PH1030slotQ2,PH,0,0,1,4,Q2,
PH1030slotR1,PH,0,0,1,4,R1,
PH1030slotR2,PH,0,0,1,4,R2,
PH1030slotS1,PH,0,0,1,4,S1,
PH1030slotS2,PH,0,0,1,4,S2,
PH1030slotT1,PH,0,0,1,4,T1,
PH1030slotT2,PH,0,0,1,4,T2,
